14.4678	20.4587	33.0038	27.1622	8.91748	16.8286	6.99312	39.0456	16.5253	11.4246	38.684	22.7368	8.43325	23.8767	64.0368	31.0954	62.24	18.2818	49.3865	22.4688	88.5408	133.78	7.98314	62.0025	59.019	22.9727
8.11578	7.57395	11.4051	10.1925	5.94677	5.75206	4.3328	9.75667	9.63279	7.89446	12.1025	10.07	11.3122	25.1391	20.0079	13.2326	17.5033	8.88871	20.405	8.70278	23.8292	46.0146	4.55978	25.6405	14.5909	26.661
22.3846	55.134	4.35212	10.1684	16.2133	12.1251	9.20031	9.46243	31.3783	14.8098	10.3352	13.1856	45.5722	20.7143	17.3802	10.531	9.37448	4.7478	13.5606	10.5122	16.283	19.9948	7.08141	33.0667	20.779	20.6259
106.457	176.425	149.349	59.9298	92.3051	117.631	57.224	189.993	98.8668	74.6401	81.9992	65.4163	64.3289	21.3927	20.5307	28.8796	19.2915	20.037	26.9768	16.6951	77.0381	28.1641	8.36158	37.9555	19.6195	40.4107
0.193777	0.0585679	0	0	0.649547	0	0	0.226353	1.22518	0.100555	0	0	6.98471	0	0	0	0	0.186666	0	0	0	0	0	0.180431	0	1.39609
0.00277003	0.00372916	0	0	0.0681943	0	0	0.366181	0.00467236	0	0	0	0.0197211	0	0.0304923	0	0	5.87579	0	0	0.177434	0.031122	0	0.0224301	0	0.612072
3.00861	2.50146	0.0140761	0.349565	2.09396	0.705963	9.47755	3.72452	2.56417	0.818106	10.7953	0	0.317891	6.03739	1.04812	0	0.222666	2.35102	1.38555	0.587986	3.97501	7.77198	0.807149	3.4889	0.0290807	0.341942
0.0849979	0.0956017	1.54618	1.46033	53.6954	0.133776	0.0244964	0.103438	0.720498	5.63169	3.11796	0.000466425	118.723	80.0058	6.31685	2.04203	7.9115	129.661	2.7751	2.18555	37.8739	6.60128	9.05586	3.24023	3.5565	137.615
16.333	36.537	12.4642	15.9311	15.6136	25.197	7.59086	36.6099	57.0078	27.1551	26.4724	1.87221	16.8603	18.5348	6.58111	3.07487	5.09572	2.42524	4.15151	5.89385	10.2112	20.2978	44.6854	45.5842	2.95337	5.48711
14.7152	8.6188	20.2961	8.83337	3.90869	4.04353	5.52024	9.72194	11.3656	10.3348	12.141	3.17953	10.2366	5.24027	1.87633	0.383057	3.51847	0.923102	1.83729	1.84583	4.97943	5.02924	3.18646	19.5857	2.86998	14.0284
